LSOA11CD,LSOA11NM,Census_Population_All_Ages,Theft,theft_rate
E01003229,Lewisham 019D,1558,49,31.4505777
E01003230,Lewisham 019E,1933,14,7.24262804
E01003231,Lewisham 015B,1606,31,19.3026152
E01003232,Lewisham 015C,1719,20,11.6346713
E01003233,Lewisham 015D,1702,6,3.52526439
E01003235,Lewisham 038A,1279,13,10.1641908
E01003236,Lewisham 037A,1590,20,12.5786164
E01003237,Lewisham 037B,1471,45,30.5914344
E01003238,Lewisham 037C,1407,7,4.97512438
E01003239,Lewisham 037D,1428,6,4.20168067
E01003240,Lewisham 038B,1789,10,5.58971492
E01003241,Lewisham 038C,1541,27,17.5210902
E01003243,Lewisham 038D,1358,27,19.8821797
E01003244,Lewisham 001A,1629,17,10.4358502
E01003245,Lewisham 001B,1559,12,7.69724182
E01003246,Lewisham 002A,1439,30,20.847811
E01003247,Lewisham 001C,1673,35,20.9205021
E01003248,Lewisham 002B,1622,68,41.9235512
E01003249,Lewisham 001D,1928,13,6.74273859
E01003250,Lewisham 001E,1755,35,19.9430199
E01003251,Lewisham 002C,2003,24,11.982027
E01003252,Lewisham 002D,1557,12,7.70712909
E01003253,Lewisham 002E,1438,38,26.4255911
E01003254,Lewisham 021A,1437,20,13.9178845
E01003255,Lewisham 021B,1886,76,40.2969247
E01003256,Lewisham 028A,2055,50,24.3309002
E01003257,Lewisham 028B,1678,11,6.55542312
E01003258,Lewisham 028C,1499,10,6.67111408
E01003259,Lewisham 028D,1615,17,10.5263158
E01003260,Lewisham 021C,1824,6,3.28947368
E01003261,Lewisham 021D,1495,9,6.02006689
E01003262,Lewisham 021E,1365,8,5.86080586
E01003263,Lewisham 023A,1675,21,12.5373134
E01003264,Lewisham 031A,1610,12,7.45341615
E01003265,Lewisham 031B,1531,12,7.83801437
E01003266,Lewisham 031C,1735,7,4.03458213
E01003267,Lewisham 031D,1568,13,8.29081633
E01003268,Lewisham 023B,1670,11,6.58682635
E01003269,Lewisham 023C,1554,6,3.86100386
E01003270,Lewisham 023D,1638,7,4.27350427
E01003271,Lewisham 023E,1667,7,4.19916017
E01003272,Lewisham 014A,1966,40,20.34588
E01003273,Lewisham 011A,2000,8,4
E01003274,Lewisham 014B,1724,15,8.70069606
E01003275,Lewisham 014C,1727,9,5.21134916
E01003276,Lewisham 014D,1904,15,7.87815126
E01003277,Lewisham 011B,1714,19,11.0851809
E01003278,Lewisham 011C,1887,25,13.2485427
E01003279,Lewisham 011D,1593,9,5.64971751
E01003280,Lewisham 016A,1606,8,4.98132005
E01003281,Lewisham 016B,1534,7,4.56323338
E01003282,Lewisham 013A,2418,19,7.85773366
E01003283,Lewisham 013B,2108,34,16.1290323
E01003284,Lewisham 013C,1757,30,17.0745589
E01003285,Lewisham 016C,1608,26,16.1691542
E01003286,Lewisham 013D,1633,50,30.6184936
E01003287,Lewisham 016D,1909,12,6.28601362
E01003288,Lewisham 012A,1810,34,18.7845304
E01003290,Lewisham 012C,1730,22,12.716763
E01003291,Lewisham 012D,1512,122,80.6878307
E01003292,Lewisham 017A,1565,23,14.6964856
E01003293,Lewisham 017B,1518,24,15.8102767
E01003295,Lewisham 017D,1672,17,10.1674641
E01003296,Lewisham 012E,2046,301,147.116325
E01003297,Lewisham 003A,1538,20,13.0039012
E01003298,Lewisham 039A,1292,3,2.32198142
E01003299,Lewisham 003B,1623,45,27.7264325
E01003300,Lewisham 039B,1356,12,8.84955752
E01003301,Lewisham 003C,2166,34,15.6971376
E01003302,Lewisham 003D,1509,19,12.5911199
E01003303,Lewisham 039C,1550,123,79.3548387
E01003304,Lewisham 039D,1890,118,62.4338624
E01003305,Lewisham 003E,1372,8,5.83090379
E01003307,Lewisham 024A,1521,7,4.60223537
E01003308,Lewisham 024B,1824,16,8.77192982
E01003309,Lewisham 027A,1510,9,5.9602649
E01003310,Lewisham 027B,1559,22,14.11161
E01003311,Lewisham 027C,1546,8,5.17464424
E01003312,Lewisham 027D,1760,13,7.38636364
E01003313,Lewisham 027E,1530,15,9.80392157
E01003314,Lewisham 024C,1599,5,3.12695435
E01003315,Lewisham 024D,1287,13,10.1010101
E01003316,Lewisham 024E,1482,8,5.39811066
E01003317,Lewisham 020A,1882,27,14.34644
E01003318,Lewisham 020B,1638,230,140.41514
E01003319,Lewisham 018A,1831,20,10.9229929
E01003320,Lewisham 018B,1494,22,14.7255689
E01003321,Lewisham 020C,1961,16,8.1591025
E01003322,Lewisham 020D,1429,19,13.2960112
E01003323,Lewisham 018C,1485,12,8.08080808
E01003324,Lewisham 020E,1467,80,54.5330607
E01003325,Lewisham 018D,1729,23,13.302487
E01003326,Lewisham 035A,1475,9,6.10169492
E01003327,Lewisham 035B,1796,41,22.8285078
E01003328,Lewisham 035C,1718,17,9.89522701
E01003329,Lewisham 033A,1590,34,21.3836478
E01003330,Lewisham 033B,1550,4,2.58064516
E01003331,Lewisham 033C,1412,8,5.66572238
E01003332,Lewisham 033D,1467,8,5.45330607
E01003333,Lewisham 035D,1542,8,5.18806744
E01003334,Lewisham 033E,1660,44,26.5060241
E01003335,Lewisham 035E,1395,7,5.01792115
E01003336,Lewisham 010A,1378,17,12.3367199
E01003337,Lewisham 010B,1636,6,3.66748166
E01003338,Lewisham 006A,1784,32,17.9372197
E01003339,Lewisham 006B,1760,17,9.65909091
E01003340,Lewisham 006C,1906,21,11.0178384
E01003341,Lewisham 006D,1508,10,6.63129973
E01003342,Lewisham 010C,1641,15,9.14076782
E01003343,Lewisham 006E,1356,14,10.3244838
E01003344,Lewisham 010D,1731,9,5.19930676
E01003345,Lewisham 010E,1714,19,11.0851809
E01003346,Lewisham 026A,1537,13,8.45803513
E01003347,Lewisham 030A,1735,15,8.64553314
E01003348,Lewisham 030B,1459,21,14.3934202
E01003349,Lewisham 026B,1412,5,3.54107649
E01003350,Lewisham 030C,1412,4,2.83286119
E01003351,Lewisham 026C,1463,46,31.442242
E01003352,Lewisham 030D,1816,22,12.1145374
E01003353,Lewisham 030E,1740,119,68.3908046
E01003354,Lewisham 026D,1675,15,8.95522388
E01003355,Merton 009A,1581,31,19.6078431
E01003356,Merton 009B,1757,22,12.5213432
E01003357,Merton 012A,1742,16,9.18484501
E01003358,Merton 009C,1823,28,15.3592979
E01003359,Merton 006A,1733,25,14.4258511
E01003360,Merton 006B,1687,55,32.6022525
E01003361,Merton 015A,1646,10,6.07533414
E01003362,Merton 021A,1323,21,15.8730159
E01003363,Merton 021B,1638,1,0.61050061
E01003364,Merton 021C,1731,4,2.310803
E01003365,Merton 021D,1409,4,2.83889283
E01003366,Merton 016A,1502,47,31.2916112
E01003367,Merton 005A,2401,191,79.5501874
E01003368,Merton 008A,1586,11,6.93568726
E01003369,Merton 005B,1656,13,7.85024155
E01003370,Merton 005C,1979,62,31.328954
E01003371,Merton 005D,1558,7,4.49293967
E01003372,Merton 008B,1532,25,16.3185379
E01003373,Merton 018A,1465,7,4.778157
E01003374,Merton 022A,1440,24,16.6666667
E01003375,Merton 022B,1616,41,25.3712871
E01003376,Merton 012B,1553,12,7.72698004
E01003377,Merton 012C,1562,8,5.12163892
E01003378,Merton 018B,1992,6,3.01204819
E01003379,Merton 018C,1846,34,18.4182015
E01003380,Merton 011A,1648,6,3.6407767
E01003381,Merton 016B,1451,14,9.64851826
E01003382,Merton 011B,1539,7,4.54840806
E01003383,Merton 009D,1535,144,93.8110749
E01003384,Merton 009E,1521,8,5.25969757
E01003385,Merton 011C,1581,9,5.69259962
E01003386,Merton 013A,2204,18,8.16696915
E01003387,Merton 014A,1604,22,13.7157107
E01003388,Merton 013B,1439,14,9.72897846
E01003389,Merton 013C,1764,39,22.1088435
E01003390,Merton 018D,1597,92,57.608015
E01003391,Merton 014B,1333,9,6.75168792
E01003392,Merton 013D,1299,8,6.15858353
E01003393,Merton 008C,1529,17,11.118378
E01003394,Merton 007A,1931,31,16.0538581
E01003395,Merton 007B,1471,8,5.43847723
E01003396,Merton 007C,1592,13,8.16582915
E01003397,Merton 007D,1552,15,9.66494845
E01003398,Merton 007E,1741,19,10.9132682
E01003399,Merton 011D,1373,14,10.1966497
E01003400,Merton 003A,1486,51,34.320323
E01003401,Merton 004A,1346,139,103.268945
E01003402,Merton 004B,1552,69,44.4587629
E01003403,Merton 004C,1546,6,3.88098318
E01003404,Merton 004D,1674,12,7.16845878
E01003405,Merton 018E,1705,57,33.431085
E01003406,Merton 008D,1641,6,3.65630713
E01003407,Merton 008E,1784,56,31.3901345
E01003408,Merton 012D,1852,13,7.01943844
E01003409,Merton 013E,1710,8,4.67836257
E01003410,Merton 012E,1581,12,7.59013283
E01003411,Merton 014C,1729,9,5.20532099
E01003412,Merton 014D,1660,6,3.61445783
E01003413,Merton 017A,1900,18,9.47368421
E01003414,Merton 017B,1591,5,3.14267756
E01003415,Merton 017C,1632,11,6.74019608
E01003416,Merton 017D,1512,6,3.96825397
E01003417,Merton 025A,1559,8,5.13149455
E01003418,Merton 025B,1471,1,0.67980965
E01003419,Merton 025C,1703,2,1.17439812
E01003420,Merton 025D,1380,4,2.89855072
E01003421,Merton 021E,1600,5,3.125
E01003422,Merton 025E,1377,8,5.8097313
E01003423,Merton 011E,1548,23,14.8578811
E01003424,Merton 015B,1533,7,4.56621005
E01003425,Merton 015C,1440,4,2.77777778
E01003426,Merton 015D,1749,10,5.71755289
E01003427,Merton 023A,1758,103,58.589306
E01003428,Merton 015E,1457,10,6.86341798
E01003429,Merton 019A,1456,6,4.12087912
E01003430,Merton 019B,1443,12,8.31600832
E01003431,Merton 019C,1506,9,5.97609562
E01003432,Merton 019D,1556,2,1.28534704
E01003433,Merton 019E,1525,18,11.8032787
E01003434,Merton 017E,1489,7,4.70114171
E01003435,Merton 014E,1312,20,15.2439024
E01003436,Merton 023B,1565,9,5.75079872
E01003437,Merton 022C,1879,41,21.8201171
E01003438,Merton 024A,1691,10,5.91366056
E01003439,Merton 023C,1439,52,36.1362057
E01003440,Merton 022D,1536,7,4.55729167
E01003441,Merton 022E,1858,12,6.45855759
E01003442,Merton 010A,1691,8,4.73092844
E01003443,Merton 010B,1564,23,14.7058824
E01003444,Merton 010C,1557,9,5.78034682
E01003445,Merton 010D,1713,8,4.67016929
E01003446,Merton 016C,1668,60,35.971223
E01003447,Merton 016D,1545,27,17.4757282
E01003448,Merton 023D,1701,9,5.29100529
E01003449,Merton 024B,1759,14,7.95906765
E01003450,Merton 024C,1611,8,4.96585971
E01003451,Merton 024D,1666,30,18.0072029
E01003452,Merton 024E,1982,17,8.57719475
E01003453,Merton 023E,1695,25,14.7492625
E01003454,Merton 003B,1362,9,6.60792952
E01003455,Merton 005E,1579,21,13.2995567
E01003456,Merton 003C,1547,238,153.846154
E01003457,Merton 006C,1622,5,3.08261406
E01003458,Merton 006D,1601,33,20.6121174
E01003459,Merton 006E,2087,19,9.103977
E01003460,Merton 002A,1499,29,19.3462308
E01003461,Merton 004E,1544,34,22.0207254
E01003462,Merton 002B,1464,4,2.73224044
E01003463,Merton 010E,1291,12,9.29512006
E01003464,Merton 002C,1393,24,17.2290022
E01003465,Merton 002D,1300,14,10.7692308
E01003466,Merton 020A,1592,7,4.39698492
E01003467,Merton 020B,1618,4,2.47218789
E01003468,Merton 020C,1699,8,4.70865215
E01003469,Merton 020D,1620,85,52.4691358
E01003470,Merton 020E,1757,21,11.9521912
E01003471,Merton 016E,1576,80,50.7614213
E01003472,Merton 001A,1344,13,9.67261905
E01003473,Merton 001B,1353,17,12.5646711
E01003474,Merton 001C,1411,8,5.66973777
E01003475,Merton 001D,2511,102,40.6212664
E01003476,Merton 003D,1404,11,7.83475783
E01003477,Merton 003E,1535,16,10.4234528
E01003478,Merton 001E,1639,20,12.2025625
E01003479,Newham 035A,1505,11,7.3089701
E01003480,Newham 033A,2172,9,4.14364641
E01003481,Newham 035B,1574,44,27.9542567
E01003482,Newham 033B,2634,455,172.741078
E01003483,Newham 032A,1486,12,8.07537012
E01003484,Newham 032B,1621,2,1.23380629
E01003485,Newham 035C,1573,8,5.08582327
E01003486,Newham 033C,1205,117,97.0954357
E01003487,Newham 033D,1371,8,5.83515682
E01003488,Newham 019A,1874,10,5.3361793
E01003489,Newham 019B,1807,23,12.7282789
E01003490,Newham 019C,1857,7,3.76952073
E01003491,Newham 022A,1977,86,43.5002529
E01003492,Newham 025A,2010,13,6.46766169
E01003493,Newham 025B,2299,59,25.6633319
E01003494,Newham 025C,2048,7,3.41796875
E01003495,Newham 025D,2110,8,3.79146919
E01003496,Newham 027A,1445,17,11.7647059
E01003497,Newham 034A,1715,59,34.4023324
E01003498,Newham 027B,1741,5,2.87191269
E01003499,Newham 030A,2280,65,28.5087719
E01003500,Newham 027C,2043,36,17.6211454
E01003501,Newham 030B,2040,16,7.84313725
E01003502,Newham 030C,1836,89,48.4749455
E01003503,Newham 030D,1710,59,34.502924
E01003506,Newham 034D,1480,19,12.8378378
E01003507,Newham 031A,2113,48,22.7165168
E01003508,Newham 031B,1605,19,11.8380062
E01003509,Newham 031C,1953,7,3.58422939
E01003511,Newham 036A,1394,21,15.0645624
E01003512,Newham 036B,1805,43,23.8227147
E01003513,Newham 035D,1588,30,18.8916877
E01003514,Newham 036C,1512,12,7.93650794
E01003515,Newham 036D,1798,128,71.1902113
E01003516,Newham 032C,1859,18,9.68262507
E01003517,Newham 036E,1674,299,178.614098
E01003518,Newham 032D,1595,12,7.52351097
E01003519,Newham 032E,1580,2,1.26582278
E01003520,Newham 018A,2001,150,74.9625187
E01003521,Newham 018B,2259,555,245.683931
E01003522,Newham 018C,1908,16,8.38574423
E01003523,Newham 024A,2043,54,26.4317181
E01003524,Newham 019D,2028,25,12.3274162
E01003525,Newham 018D,1978,36,18.2002022
E01003526,Newham 018E,1927,25,12.973534
E01003527,Newham 024B,1773,13,7.3322053
E01003528,Newham 005A,1386,7,5.05050505
E01003529,Newham 010A,2379,17,7.1458596
E01003530,Newham 010B,1827,10,5.47345375
E01003531,Newham 010C,1997,46,23.0345518
E01003532,Newham 010D,2002,35,17.4825175
E01003533,Newham 011A,1880,8,4.25531915
E01003534,Newham 010E,2395,15,6.26304802
E01003535,Newham 023A,1691,6,3.54819633
E01003536,Newham 023B,1843,14,7.59631036
E01003537,Newham 024C,2062,39,18.913676
E01003538,Newham 029A,2084,25,11.9961612
E01003539,Newham 029B,2217,11,4.9616599
E01003540,Newham 029C,1833,17,9.27441353
E01003541,Newham 029D,1871,10,5.34473544
E01003542,Newham 024D,1974,20,10.1317123
E01003543,Newham 001A,2475,28,11.3131313
E01003544,Newham 001B,1938,15,7.73993808
E01003545,Newham 006A,1727,5,2.89519398
E01003546,Newham 001C,1940,12,6.18556701
E01003547,Newham 007A,1939,12,6.18875709
E01003548,Newham 006B,2353,28,11.8997025
E01003549,Newham 006C,2105,12,5.70071259
E01003550,Newham 001D,1780,11,6.17977528
E01003551,Newham 009A,1833,15,8.18330606
E01003552,Newham 016A,1719,7,4.07213496
E01003553,Newham 009B,1927,73,37.8827193
E01003554,Newham 009C,1861,15,8.0601827
E01003555,Newham 007B,1842,8,4.34310532
E01003556,Newham 008A,1913,105,54.8876111
E01003557,Newham 006D,2031,32,15.7557853
E01003558,Newham 008B,1631,64,39.2397302
E01003559,Newham 009D,2605,50,19.193858
E01003560,Newham 011B,1842,7,3.80021716
E01003561,Newham 007C,1880,13,6.91489362
E01003562,Newham 014A,2200,17,7.72727273
E01003563,Newham 011C,2036,9,4.42043222
E01003564,Newham 014B,2460,30,12.195122
E01003565,Newham 014C,1853,5,2.69832704
E01003566,Newham 014D,1792,133,74.21875
E01003567,Newham 007D,1822,31,17.01427
E01003568,Newham 017A,2302,11,4.77845352
E01003569,Newham 017B,1899,332,174.828857
E01003570,Newham 008C,2065,47,22.7602906
E01003571,Newham 008D,2277,23,10.1010101
E01003572,Newham 008E,1779,8,4.49690838
E01003573,Newham 017C,2154,34,15.7845868
E01003574,Newham 017D,2637,31,11.7557831
E01003575,Newham 005B,1702,10,5.87544066
E01003576,Newham 002A,1954,21,10.7471853
E01003577,Newham 005C,1920,18,9.375
E01003578,Newham 003A,1944,58,29.8353909
E01003579,Newham 004A,1850,9,4.86486486
E01003580,Newham 005D,1836,8,4.35729847
E01003581,Newham 002B,1848,10,5.41125541
E01003582,Newham 002C,1613,9,5.57966522
E01003583,Newham 002D,1966,12,6.10376399
E01003584,Newham 003B,2073,10,4.82392668
E01003585,Newham 004B,1649,5,3.03214069
E01003586,Newham 003C,1751,17,9.70873786
E01003587,Newham 004C,2436,91,37.3563218
E01003588,Newham 011D,1786,2,1.11982083
E01003589,Newham 011E,1871,12,6.41368252
E01003590,Newham 003D,1586,19,11.9798235
E01003591,Newham 004D,2166,60,27.700831
E01003592,Newham 022B,1842,20,10.8577633
E01003593,Newham 027D,1550,11,7.09677419
E01003594,Newham 026A,1729,12,6.94042799
E01003595,Newham 026B,1532,17,11.0966057
E01003596,Newham 016B,1777,15,8.44119302
E01003597,Newham 016C,1639,6,3.66076876
E01003598,Newham 021A,1897,12,6.32577754
E01003599,Newham 022C,1611,8,4.96585971
E01003600,Newham 021B,1893,16,8.45219229
E01003601,Newham 028A,2130,36,16.9014085
E01003602,Newham 026C,1985,44,22.1662469
E01003603,Newham 028B,1947,64,32.8710837
E01003604,Newham 031D,2358,28,11.8744699
E01003605,Newham 028C,2112,22,10.4166667
E01003606,Newham 022D,2152,58,26.9516729
E01003607,Newham 026D,1648,49,29.7330097
E01003608,Newham 028D,2072,10,4.82625483
E01003609,Newham 037A,2702,45,16.6543301
E01003611,Newham 037C,1803,19,10.5379922
E01003615,Newham 013C,1835,29,15.8038147
E01003616,Newham 012A,1650,42,25.4545455
E01003617,Newham 012B,2769,829,299.38606
E01003618,Newham 012C,2193,101,46.0556316
E01003619,Newham 012D,2264,91,40.1943463
E01003621,Newham 023C,1667,2,1.19976005
E01003622,Newham 023D,1613,14,8.67947923
E01003623,Newham 023E,1757,11,6.2606716
E01003624,Newham 024E,1582,8,5.05689001
E01003625,Newham 015A,1697,7,4.12492634
E01003626,Newham 015B,1590,15,9.43396226
E01003627,Newham 015C,1603,9,5.61447286
E01003628,Newham 015D,1665,7,4.2042042
E01003629,Newham 015E,1672,10,5.98086124
E01003630,Newham 021C,2011,36,17.9015415
E01003631,Newham 020A,1832,20,10.9170306
E01003632,Newham 020B,2268,26,11.4638448
E01003633,Newham 020C,1871,11,5.87920898
E01003634,Newham 020D,1805,22,12.1883657
E01003635,Newham 016D,1945,8,4.11311054
E01003636,Newham 020E,1978,32,16.1779575
E01003637,Newham 021D,1841,9,4.88864747
E01003638,Redbridge 017A,1611,35,21.7256363
E01003639,Redbridge 013A,1758,45,25.5972696
E01003640,Redbridge 013B,1771,11,6.21118012
E01003641,Redbridge 013C,1704,10,5.8685446
E01003642,Redbridge 013D,1695,5,2.94985251
E01003643,Redbridge 017B,1833,4,2.18221495
E01003644,Redbridge 017C,1562,5,3.20102433
E01003645,Redbridge 017D,2610,163,62.4521073
E01003646,Redbridge 012A,1749,47,26.8724986
E01003647,Redbridge 015A,1786,14,7.8387458
E01003648,Redbridge 012B,1437,4,2.7835769
E01003649,Redbridge 012C,1633,4,2.44947949
E01003650,Redbridge 015B,1513,9,5.94844679
E01003651,Redbridge 012D,1471,4,2.71923861
E01003652,Redbridge 015C,1549,8,5.16462234
E01003653,Redbridge 015D,1471,46,31.2712441
E01003654,Redbridge 004A,1563,6,3.83877159
E01003655,Redbridge 004B,1510,6,3.97350993
E01003656,Redbridge 005A,1489,8,5.37273338
E01003657,Redbridge 005B,2089,23,11.0100527
E01003658,Redbridge 004C,1649,19,11.5221346
E01003659,Redbridge 005C,1640,8,4.87804878
E01003660,Redbridge 004D,1718,3,1.74621653
E01003661,Redbridge 019A,1935,5,2.58397933
E01003662,Redbridge 019B,1859,32,17.2135557
E01003663,Redbridge 019C,1822,7,3.84193194
E01003664,Redbridge 019D,1776,1,0.56306306
E01003665,Redbridge 019E,1648,5,3.03398058
E01003666,Redbridge 019F,2198,34,15.4686078
E01003668,Redbridge 007A,1622,26,16.0295931
E01003669,Redbridge 007B,1528,53,34.6858639
E01003670,Redbridge 007C,1496,11,7.35294118
E01003671,Redbridge 007D,1533,5,3.2615786
E01003672,Redbridge 007E,1430,13,9.09090909
E01003673,Redbridge 007F,1778,9,5.06186727
E01003674,Redbridge 007G,2129,91,42.7430719
E01003675,Redbridge 036A,1619,21,12.9709697
E01003676,Redbridge 036B,1690,4,2.36686391
E01003677,Redbridge 036C,1547,24,15.5138979
E01003678,Redbridge 036D,1605,4,2.49221184
E01003679,Redbridge 036E,1621,5,3.08451573
E01003680,Redbridge 036F,1619,5,3.08832613
E01003681,Redbridge 036G,1844,14,7.59219089
E01003682,Redbridge 036H,1696,2,1.17924528
E01003683,Redbridge 030A,2144,6,2.79850746
E01003684,Redbridge 030B,1780,4,2.24719101
E01003685,Redbridge 030C,1822,17,9.33040615
E01003686,Redbridge 030D,1952,16,8.19672131
E01003688,Redbridge 030F,1804,25,13.8580931
E01003689,Redbridge 030G,1580,722,456.962025
E01003690,Redbridge 035A,1711,63,36.8205728
E01003691,Redbridge 035B,1434,5,3.48675035
E01003692,Redbridge 035C,1592,5,3.14070352
